source,id,location,usgs_site_id,alternate_site_id,latitude,longitude,horizontal_datum,elevation,elevation_units,well_depth,well_depth_units,parameter_name,parameter_units,nrecords,min,max,mean,most_recent_date,most_recent_time,most_recent_value,most_recent_units
WQP,USEPA-325656105421001,16S.12E.03.233 5,,,32.948889,-105.702778,WGS84,8396.0,ft,360.0,ft,chloride,mg/L,1,32.4,32.4,32.4,2021-03-31,,32.4,mg/L
WQP,USEPA-325658105420901,16S.12E.03.233 9,,,32.949444,-105.7025,WGS84,8418.0,ft,400.0,ft,chloride,mg/L,1,58.1,58.1,58.1,2021-04-01,,58.1,mg/L
WQP,USEPA-325700105421101,16S.12E.03.231 4,,,32.95,-105.703056,WGS84,8363.0,ft,500.0,ft,chloride,mg/L,1,64.1,64.1,64.1,2021-03-30,,64.1,mg/L
WQP,USEPA-325703105421801,16S.12E.03.142 6,,,32.950833,-105.705,WGS84,8328.0,ft,380.0,ft,chloride,mg/L,1,73.0,73.0,73.0,2021-03-30,,73.0,mg/L
WQP,USEPA-325704105560701,16S.10E.05.242 2,,,32.951111,-105.935278,WGS84,4713.0,ft,990.0,ft,chloride,mg/L,1,325.0,325.0,325.0,2021-01-27,,325.0,mg/L
WQP,USEPA-325704105561801,16S.10E.05.241 3,,,32.951111,-105.938333,WGS84,4680.0,ft,880.0,ft,chloride,mg/L,1,218.0,218.0,218.0,2021-02-09,,218.0,mg/L
WQP,USEPA-325717105560601,16S.10E.05.224 4,,,32.955167,-105.936611,WGS84,4725.0,ft,780.0,ft,chloride,mg/L,1,224.0,224.0,224.0,2021-01-27,,224.0,mg/L
WQP,USEPA-325735105393701,16S.13E.06.111 1,,,32.959722,-105.660278,WGS84,7878.0,ft,567.0,ft,chloride,mg/L,1,9.57,9.57,9.57,2021-01-27,,9.57,mg/L
WQP,USEPA-325825105541201,15S.11E.31.222 IG2,,,32.973611,-105.903333,WGS84,5077.0,ft,,ft,chloride,mg/L,1,375.0,375.0,375.0,2021-04-30,,375.0,mg/L
WQP,USEPA-325839105590101,15S.10E.28.431 1,,,32.9775,-105.983611,WGS84,4497.0,ft,275.0,ft,chloride,mg/L,1,288.0,288.0,288.0,2021-01-27,,288.0,mg/L
WQP,USEPA-325847105554801,15S.10E.25.413 3,,,32.979722,-105.93,WGS84,4834.0,ft,900.0,ft,chloride,mg/L,1,451.0,451.0,451.0,2020-12-29,,451.0,mg/L
WQP,USEPA-325852105560301,15S.10E.25.321 2,,,32.981111,-105.934167,WGS84,4809.0,ft,640.0,ft,chloride,mg/L,1,408.0,408.0,408.0,2020-12-30,,408.0,mg/L
WQP,USEPA-331843104305001,11S.24E.33.322 1,,,33.311944,-104.513889,WGS84,3629.0,ft,590.0,ft,chloride,mg/L,1,48.4,48.4,48.4,2020-10-28,,48.4,mg/L
WQP,USEPA-331843104315001,11S.24E.32.411 4,,,33.311944,-104.530556,WGS84,3651.0,ft,346.0,ft,chloride,mg/L,1,54.2,54.2,54.2,2020-10-28,,54.2,mg/L
WQP,USEPA-335036103185601,NM3528222 DORA WATER ASSOC WELL  1,,,33.843333,-103.315556,WGS84,,ft,,ft,chloride,mg/L,1,78.7,78.7,78.7,2023-08-15,,78.7,mg/L
WQP,USEPA-335247103080201,05S.36E.11.433 1,,,33.879722,-103.133889,WGS84,4083.0,ft,189.0,ft,chloride,mg/L,1,62.7,62.7,62.7,2020-09-08,,62.7,mg/L
WQP,USEPA-341230103083601,01S.36E.23.331,,,34.208333,-103.143333,WGS84,,ft,208.0,ft,chloride,mg/L,1,8.52,8.52,8.52,2021-05-11,,8.52,mg/L
WQP,USEPA-341321103193401,01S.34E.13.234,,,34.2225,-103.326111,WGS84,,ft,120.0,ft,chloride,mg/L,1,7.5,7.5,7.5,2021-05-11,,7.5,mg/L
WQP,USEPA-341333103193501,01S.34E.13.231 5,,,34.225833,-103.326389,WGS84,4075.0,ft,120.0,ft,chloride,mg/L,1,5.69,5.69,5.69,2020-11-17,,5.69,mg/L
WQP,USEPA-341333103195001,01S.34E.13.114 3,,,34.225833,-103.330556,WGS84,4089.0,ft,120.0,ft,chloride,mg/L,2,7.08,7.16,7.12,2021-05-11,,7.16,mg/L
WQP,USEPA-341347103184201,01S.35E.18.121 7,,,34.229722,-103.311667,WGS84,4074.0,ft,115.0,ft,chloride,mg/L,1,11.5,11.5,11.5,2020-12-15,,11.5,mg/L
WQP,USEPA-342326103024501,02N.37E.15.443,,,34.390556,-103.045833,WGS84,4144.0,ft,392.0,ft,chloride,mg/L,3,67.3,68.2,67.87,2021-06-02,,68.2,mg/L
WQP,USEPA-342346103024901,02N.37E.15.412,,,34.396111,-103.046944,WGS84,4142.0,ft,389.0,ft,chloride,mg/L,1,32.9,32.9,32.9,2021-06-02,,32.9,mg/L
WQP,USEPA-342444103182201,02N.35E.07.421 1,,,34.412222,-103.306111,WGS84,4335.0,ft,400.0,ft,chloride,mg/L,1,30.1,30.1,30.1,2021-01-12,,30.1,mg/L
WQP,USEPA-342446103380101,02N.32E.07.311 4,,,34.412778,-103.633611,WGS84,4328.0,ft,120.0,ft,chloride,mg/L,1,104.0,104.0,104.0,2021-01-14,,104.0,mg/L
WQP,USEPA-342450103380101,02N.32E.07.133 3,,,34.413889,-103.633611,WGS84,4330.0,ft,110.0,ft,chloride,mg/L,1,143.0,143.0,143.0,2021-01-14,,143.0,mg/L
WQP,USEPA-342525103390901,2N.31E.02.442 1,,,34.423611,-103.6525,WGS84,4358.0,ft,110.0,ft,chloride,mg/L,2,258.0,278.0,268.0,2021-02-10,,278.0,mg/L
WQP,USEPA-342610103185401,03N.35E.31.341 2,,,34.436111,-103.315,WGS84,4373.0,ft,400.0,ft,chloride,mg/L,2,19.7,20.7,20.2,2021-05-12,,20.7,mg/L
WQP,USEPA-344916103185801,07N.34E.23.112 2,,,34.821111,-103.316111,WGS84,4601.0,ft,230.0,ft,chloride,mg/L,1,22.5,22.5,22.5,2021-01-13,,22.5,mg/L
WQP,USEPA-344916103190001,07N.34E.23.112 1,,,34.821111,-103.316667,WGS84,4601.0,ft,230.0,ft,chloride,mg/L,2,36.1,36.6,36.35,2021-01-13,,36.1,mg/L
WQP,USEPA-351309107515001,12N.10W.35.344 CW28,,,35.219167,-107.863889,WGS84,6571.0,ft,,ft,chloride,mg/L,1,120.0,120.0,120.0,2016-10-06,,120.0,mg/L
WQP,USEPA-351309107520801,12N.10W.35.334 CW45,,,35.219167,-107.868889,WGS84,6564.0,ft,,ft,chloride,mg/L,1,140.0,140.0,140.0,2016-10-07,,140.0,mg/L
WQP,USEPA-351317107514601,12N.10W.35.342 CW18,,,35.221389,-107.862778,WGS84,6572.0,ft,,ft,chloride,mg/L,1,200.0,200.0,200.0,2016-10-07,,200.0,mg/L
WQP,USEPA-351321107525101,12N.10W.34.324 CW15,,,35.2225,-107.880833,WGS84,6553.0,ft,,ft,chloride,mg/L,1,39.0,39.0,39.0,2016-10-05,,39.0,mg/L
WQP,USEPA-351330107530401,12N.10W.34.321 CW37,,,35.225,-107.884444,WGS84,6554.0,ft,,ft,chloride,mg/L,1,73.0,73.0,73.0,2016-10-08,,73.0,mg/L
WQP,USEPA-351400107522301,12N.10W.27.444 ACW,,,35.233333,-107.873056,WGS84,6564.0,ft,,ft,chloride,mg/L,1,130.0,130.0,130.0,2016-10-08,,130.0,mg/L
WQP,USEPA-351404107513401,12N.10W.26.434 DD2,,,35.2535,-107.868,WGS84,6591.0,ft,94.3,ft,chloride,mg/L,1,67.0,67.0,67.0,2016-10-07,,67.0,mg/L
WQP,USEPA-351424107520101,12N.10W.26.134 CE7,,,35.24,-107.866944,WGS84,6576.0,ft,,ft,chloride,mg/L,1,500.0,500.0,500.0,2016-10-07,,500.0,mg/L
WQP,USEPA-351424107531001,12N.10W.27.133,,,35.24,-107.886111,WGS84,6564.0,ft,,ft,chloride,mg/L,1,180.0,180.0,180.0,2016-10-05,,180.0,mg/L
WQP,USEPA-351429107521801,12N.10W.27.244 ST,,,35.241389,-107.871667,WGS84,6576.0,ft,,ft,chloride,mg/L,1,280.0,280.0,280.0,2016-10-06,,280.0,mg/L
WQP,USEPA-351443107520401,12N.10W.26.141 T11,,,35.245278,-107.867778,WGS84,6584.0,ft,,ft,chloride,mg/L,1,370.0,370.0,370.0,2016-10-07,,370.0,mg/L
WQP,USEPA-351449107514701,12N.10W.26.122 CW2,,,35.246944,-107.863056,WGS84,6588.0,ft,,ft,chloride,mg/L,1,110.0,110.0,110.0,2016-10-04,,110.0,mg/L
WQP,USEPA-351449107515901,12N.10W.26.121 CW1,,,35.246944,-107.866389,WGS84,6585.0,ft,,ft,chloride,mg/L,1,83.0,83.0,83.0,2016-10-05,,83.0,mg/L
WQP,USEPA-351455107583401,12N.11W.23.333B,,,35.2485,-107.976639,WGS84,6628.0,ft,345.0,ft,chloride,mg/L,1,67.5,67.5,67.5,2017-07-25,,67.5,mg/L
WQP,USEPA-351456107510401,12N.10W.24.334 ND,,,35.248889,-107.851111,WGS84,6597.0,ft,,ft,chloride,mg/L,1,90.0,90.0,90.0,2016-10-04,,90.0,mg/L
WQP,USEPA-351459107515301,12N.10W.23.341 P3,,,35.249722,-107.864722,WGS84,6587.0,ft,,ft,chloride,mg/L,1,73.0,73.0,73.0,2016-10-04,,73.0,mg/L
WQP,USEPA-351502107521501,12N.10W.23.331 DD,,,35.250556,-107.870833,WGS84,6584.0,ft,,ft,chloride,mg/L,1,68.0,68.0,68.0,2016-10-06,,68.0,mg/L
WQP,USEPA-351504107514801,12N.10.W.23.324 CW50,,,35.251111,-107.863333,WGS84,6590.0,ft,,ft,chloride,mg/L,1,59.0,59.0,59.0,2016-10-06,,59.0,mg/L
WQP,USEPA-351524107513601,12N.10W.23.232 Q,,,35.256667,-107.86,WGS84,6597.0,ft,,ft,chloride,mg/L,1,61.0,61.0,61.0,2016-10-06,,61.0,mg/L
WQP,USEPA-351634107503701,12N.10W.12.211 920,,,35.276111,-107.843611,WGS84,6625.0,ft,,ft,chloride,mg/L,1,55.0,55.0,55.0,2016-10-06,,55.0,mg/L
WQP,USEPA-353314108453101,15N.18W.04.332,,,35.553889,-108.758611,WGS84,,ft,1860.0,ft,chloride,mg/L,1,18.1,18.1,18.1,2021-04-26,,18.1,mg/L
WQP,USEPA-353915108455501,16N.18W.05.211A,,,35.653511,-108.766664,WGS84,6487.0,ft,2082.0,ft,chloride,mg/L,1,35.4,35.4,35.4,2017-07-13,,35.4,mg/L
WQP,USEPA-361408107333801,23N.07W.10.433A,,,36.235511,-107.56115,WGS84,7256.0,ft,,ft,chloride,mg/L,1,6.95,6.95,6.95,2017-08-01,,6.95,mg/L
WQP,USEPA-362357105344401,25N.13E.17.323,,,36.399361,-105.5795,WGS84,6902.0,ft,300.0,ft,chloride,mg/L,1,20.3,20.3,20.3,2021-08-10,,20.3,mg/L
WQP,USEPA-363426106274501,27N.04E.13.411A,,,36.573889,-106.4625,WGS84,7983.0,ft,2021.0,ft,chloride,mg/L,1,0.88,0.88,0.88,2017-07-19,,0.88,mg/L
WQP,USEPA-364158105250802,29N.14E.35.343,,,36.699444,-105.418889,WGS84,8854.0,ft,68.0,ft,chloride,mg/L,1,0.71,0.71,0.71,2021-08-10,,0.71,mg/L
WQP,USEPA-364732108034101,30N.12W.23.443 4,,,36.792222,-108.061389,WGS84,5525.0,ft,23.0,ft,chloride,mg/L,1,31.7,31.7,31.7,2020-10-28,,31.7,mg/L
WQP,USGS-312100108303101,34S.16W.18.143,,,31.349276,-108.50865,WGS84,4662.0,ft,211.0,ft,chloride,mg/L,1,15.0,15.0,15.0,1956-03-29,,15.0,mg/L
WQP,USGS-312100108303102,34S.16W.18.143A,,,31.349276,-108.50865,WGS84,4662.0,ft,220.0,ft,chloride,mg/L,1,29.0,29.0,29.0,1913-12-03,,29.0,mg/L
WQP,USGS-312222108132801,34S.14W.01.333,,,31.372888,-108.225033,WGS84,4471.0,ft,,ft,chloride,mg/L,1,13.0,13.0,13.0,1953-11-17,,13.0,mg/L
WQP,USGS-312319108340001,33S.17W.33.4,,,31.389552,-108.569208,WGS84,4840.0,ft,,ft,chloride,mg/L,1,7.2,7.2,7.2,1913-12-06,,7.2,mg/L
WQP,USGS-312409108514801,33S.20W.27.3,,,31.402327,-108.865883,WGS84,5152.0,ft,,ft,chloride,mg/L,2,12.0,17.0,14.5,1913-12-03,,17.0,mg/L
WQP,USGS-312705108295301,33S.17W.10.000,,,31.451496,-108.498651,WGS84,4557.0,ft,890.0,ft,chloride,mg/L,1,6.5,6.5,6.5,1965-08-05,,6.5,mg/L
WQP,USGS-312708108295601,33S.16W.07.244,,,31.452329,-108.499484,WGS84,4558.0,ft,890.0,ft,chloride,mg/L,1,6.5,6.5,6.5,1965-08-05,,6.5,mg/L
WQP,USGS-312938108302301,32S.16W.30.134,,,31.493994,-108.506985,WGS84,4496.0,ft,150.0,ft,chloride,mg/L,1,21.0,21.0,21.0,1953-11-23,,21.0,mg/L
WQP,USGS-313005108135001,32S.14W.26.111,,,31.501218,-108.241703,WGS84,4371.0,ft,,ft,chloride,mg/L,1,13.0,13.0,13.0,1952-01-25,,13.0,mg/L
WQP,USGS-313022108202501,32S.15W.23.300,,,31.506217,-108.340871,WGS84,4678.0,ft,,ft,chloride,mg/L,1,24.0,24.0,24.0,1952-01-28,,24.0,mg/L
WQP,USGS-313101108273001,32S.16W.22.1,,,31.513438,-108.459762,WGS84,4450.0,ft,,ft,chloride,mg/L,1,16.0,16.0,16.0,1913-12-07,,16.0,mg/L
WQP,USGS-313131108310801,32S.17W.13.243,,,31.525382,-108.519486,WGS84,4460.0,ft,64.0,ft,chloride,mg/L,1,16.0,16.0,16.0,1913-12-09,,16.0,mg/L
WQP,USGS-313135108242501,32S.15W.18.141 WHITEWATER WELLS E.,,,31.525938,-108.407817,WGS84,4527.0,ft,,ft,chloride,mg/L,1,23.0,23.0,23.0,1952-01-28,,23.0,mg/L
WQP,USGS-313335108270801,32S.16W.03.2,,,31.557048,-108.45143,WGS84,4409.0,ft,,ft,chloride,mg/L,1,16.0,16.0,16.0,1913-12-10,,16.0,mg/L
WQP,USGS-313412108133201,31S.14W.35.242 HATCHET NEW WELL,,,31.570105,-108.226148,WGS84,4238.0,ft,,ft,chloride,mg/L,1,14.0,14.0,14.0,1952-01-25,,14.0,mg/L
WQP,USGS-313435108285001,31S.16W.28.333,,,31.57677,-108.481431,WGS84,4404.0,ft,914.0,ft,chloride,mg/L,1,12.0,12.0,12.0,1955-09-07,,12.0,mg/L
WQP,USGS-313455108171001,31S.14W.29.322,,,31.582049,-108.286705,WGS84,4800.0,ft,,ft,chloride,mg/L,1,8.0,8.0,8.0,1952-01-26,,8.0,mg/L
WQP,USGS-313505106472301,29S.03E.13.223 DUP,,,31.790385,-106.585267,WGS84,3920.0,ft,,ft,chloride,mg/L,1,300.0,300.0,300.0,1975-08-01,,300.0,mg/L
WQP,USGS-313505106472302,29S.03E.13.223A,,,31.790385,-106.585267,WGS84,3920.0,ft,,ft,chloride,mg/L,1,580.0,580.0,580.0,1975-08-01,,580.0,mg/L
WQP,USGS-313505106472303,29S.03E.13.223B,,,31.790385,-106.585267,WGS84,3920.0,ft,,ft,chloride,mg/L,1,610.0,610.0,610.0,1975-08-01,,610.0,mg/L
WQP,USGS-313530108123501,31S.14W.24.440,,,31.590938,-108.211148,WGS84,4150.0,ft,,ft,chloride,mg/L,1,16.0,16.0,16.0,1952-01-25,,16.0,mg/L
WQP,USGS-313545108521201,31S.20W.22.1,,,31.598433,-108.866996,WGS84,4973.0,ft,,ft,chloride,mg/L,1,5.8,5.8,5.8,1913-11-24,,5.8,mg/L
WQP,USGS-313550108201201,31S.15W.23.144 SHERIDAN WELL,,,31.597326,-108.337262,WGS84,5039.0,ft,,ft,chloride,mg/L,1,15.0,15.0,15.0,1952-01-25,,15.0,mg/L
WQP,USGS-313653108293101,31S.16W.17.140,,,31.613713,-108.491987,WGS84,4379.0,ft,,ft,chloride,mg/L,1,7.0,7.0,7.0,1956-03-29,,7.0,mg/L
WQP,USGS-313653108293102,31S.16W.17.140A,,,31.613713,-108.491987,WGS84,4379.0,ft,,ft,chloride,mg/L,1,12.0,12.0,12.0,1913-12-11,,12.0,mg/L
WQP,USGS-313702108125001,31S.14W.13.212 CABIN WELL,,,31.617326,-108.214482,WGS84,4150.0,ft,,ft,chloride,mg/L,1,18.0,18.0,18.0,1952-01-25,,18.0,mg/L
WQP,USGS-313702108125002,31S.14W.13.212,,,31.617326,-108.214482,WGS84,4150.0,ft,,ft,chloride,mg/L,1,23.0,23.0,23.0,1913-09-24,,23.0,mg/L
WQP,USGS-313714108511601,31S.20W.10.4,,,31.620933,-108.858385,WGS84,4932.0,ft,,ft,chloride,mg/L,1,12.0,12.0,12.0,1913-11-24,,12.0,mg/L
WQP,USGS-313719108155001,31S.14W.09.441,,,31.620381,-108.263928,WGS84,4340.0,ft,,ft,chloride,mg/L,1,14.0,14.0,14.0,1955-12-08,,14.0,mg/L
WQP,USGS-313805108154001,31S.14W.04.444,,,31.633714,-108.260873,WGS84,4295.0,ft,,ft,chloride,mg/L,1,14.0,14.0,14.0,1952-01-26,,14.0,mg/L
WQP,USGS-313835108135201,31S.14W.02.232,,,31.643158,-108.231705,WGS84,4195.0,ft,,ft,chloride,mg/L,1,36.0,36.0,36.0,1952-01-26,,36.0,mg/L
WQP,USGS-313835108135202,31S.14W.02.232A,,,31.643158,-108.231705,WGS84,4195.0,ft,,ft,chloride,mg/L,1,23.0,23.0,23.0,1913-09-24,,23.0,mg/L
WQP,USGS-313840108195901,31S.15W.02.2,,,31.643713,-108.331707,WGS84,4679.0,ft,,ft,chloride,mg/L,1,40.0,40.0,40.0,1956-07-03,,40.0,mg/L
WQP,USGS-313849108195001,31S.15W.02.222,,,31.647602,-108.32893,WGS84,4600.0,ft,,ft,chloride,mg/L,1,39.0,39.0,39.0,1956-08-18,,39.0,mg/L
WQP,USGS-313945108160801,30S.14W.33.2,,,31.659546,-108.26504,WGS84,4238.0,ft,,ft,chloride,mg/L,1,17.0,17.0,17.0,1913-09-23,,17.0,mg/L
WQP,USGS-313952108284501,30S.16W.28.334A,,,31.664545,-108.479765,WGS84,4345.0,ft,170.0,ft,chloride,mg/L,3,11.0,19.0,15.33,1966-08-11,,19.0,mg/L
WQP,USGS-314022108172001,30S.14W.29.141 BADGER WDML,,,31.672879,-108.289485,WGS84,4256.0,ft,,ft,chloride,mg/L,1,16.0,16.0,16.0,1955-12-01,,16.0,mg/L
WQP,USGS-314022108172002,30S.14W.29.141,,,31.672879,-108.289485,WGS84,4256.0,ft,,ft,chloride,mg/L,1,32.0,32.0,32.0,1913-09-23,,32.0,mg/L
WQP,USGS-314042108282001,30S.16W.21.433,,,31.678433,-108.472821,WGS84,4328.0,ft,,ft,chloride,mg/L,1,8.0,8.0,8.0,1953-09-21,,8.0,mg/L
