source,id,location,usgs_site_id,alternate_site_id,latitude,longitude,horizontal_datum,elevation,elevation_units,well_depth,well_depth_units,parameter_name,parameter_units,nrecords,min,max,mean,most_recent_date,most_recent_time,most_recent_value,most_recent_units
WQP,USEPA-324904105585401,17S.09E.23.442 4,,,32.817778,-105.981667,WGS84,4124.0,ft,200.0,ft,sodium,mg/L,1,119.0,119.0,119.0,2020-11-05,,119.0,mg/L
WQP,USEPA-325041104240701,17S.26E.08.432,,,32.844722,-104.401944,WGS84,,ft,1158.0,ft,sodium,mg/L,1,15.8,15.8,15.8,2021-08-18,,15.8,mg/L
WQP,USEPA-325355103441301,NM3500113 MOR-WEST CORPORATION WELL 10,,,32.898611,-103.736944,WGS84,,ft,,ft,sodium,mg/L,1,31.9,31.9,31.9,2023-07-12,,31.9,mg/L
WQP,USEPA-325510105584101,16S.09E.13.332 1,,,32.919444,-105.978056,WGS84,4348.0,ft,226.0,ft,sodium,mg/L,1,139.0,139.0,139.0,2021-02-11,,139.0,mg/L
WQP,USEPA-325537105364001,16S.13E.09.442,,,32.926944,-105.611111,WGS84,7628.0,ft,652.0,ft,sodium,mg/L,1,10.3,10.3,10.3,2021-01-26,,10.3,mg/L
WQP,USEPA-325559105483301,16S.11E.10.112 1,,,32.933056,-105.809167,WGS84,7297.0,ft,150.0,ft,sodium,mg/L,1,24.1,24.1,24.1,2020-12-29,,24.1,mg/L
WQP,USEPA-325610105561801,16S.10E.05.443 7,,,32.936111,-105.938333,WGS84,4591.0,ft,750.0,ft,sodium,mg/L,1,152.0,152.0,152.0,2021-05-25,,152.0,mg/L
WQP,USEPA-325611105445801,16S.12E.06.44 1,,,32.936389,-105.749444,WGS84,8793.0,ft,335.0,ft,sodium,mg/L,1,11.6,11.6,11.6,2021-04-28,,11.6,mg/L
WQP,USEPA-325623105483301,16S.11E.03.332 2,,,32.939722,-105.809167,WGS84,7129.0,ft,,ft,sodium,mg/L,1,15.3,15.3,15.3,2020-12-29,,15.3,mg/L
WQP,USEPA-325645105574101,16S.10E.06.314 1,,,32.945833,-105.961389,WGS84,4505.0,ft,270.0,ft,sodium,mg/L,1,168.0,168.0,168.0,2021-05-27,,168.0,mg/L
WQP,USEPA-325648105561201,16S.10E.05.422 6,,,32.946667,-105.936667,WGS84,4686.0,ft,844.0,ft,sodium,mg/L,1,202.0,202.0,202.0,2021-01-27,,202.0,mg/L
WQP,USEPA-325654105421001,16S.12E.03.233 8,,,32.948333,-105.702778,WGS84,8393.0,ft,400.0,ft,sodium,mg/L,1,14.3,14.3,14.3,2021-03-31,,14.3,mg/L
WQP,USEPA-325656105421001,16S.12E.03.233 5,,,32.948889,-105.702778,WGS84,8396.0,ft,360.0,ft,sodium,mg/L,1,21.5,21.5,21.5,2021-03-31,,21.5,mg/L
WQP,USEPA-325658105420901,16S.12E.03.233 9,,,32.949444,-105.7025,WGS84,8418.0,ft,400.0,ft,sodium,mg/L,1,31.5,31.5,31.5,2021-04-01,,31.5,mg/L
WQP,USEPA-325700105421101,16S.12E.03.231 4,,,32.95,-105.703056,WGS84,8363.0,ft,500.0,ft,sodium,mg/L,1,33.0,33.0,33.0,2021-03-30,,33.0,mg/L
WQP,USEPA-325703105421801,16S.12E.03.142 6,,,32.950833,-105.705,WGS84,8328.0,ft,380.0,ft,sodium,mg/L,1,35.9,35.9,35.9,2021-03-30,,35.9,mg/L
WQP,USEPA-325704105560701,16S.10E.05.242 2,,,32.951111,-105.935278,WGS84,4713.0,ft,990.0,ft,sodium,mg/L,1,188.0,188.0,188.0,2021-01-27,,188.0,mg/L
WQP,USEPA-325704105561801,16S.10E.05.241 3,,,32.951111,-105.938333,WGS84,4680.0,ft,880.0,ft,sodium,mg/L,1,161.0,161.0,161.0,2021-02-09,,161.0,mg/L
WQP,USEPA-325717105560601,16S.10E.05.224 4,,,32.955167,-105.936611,WGS84,4725.0,ft,780.0,ft,sodium,mg/L,1,146.0,146.0,146.0,2021-01-27,,146.0,mg/L
WQP,USEPA-325735105393701,16S.13E.06.111 1,,,32.959722,-105.660278,WGS84,7878.0,ft,567.0,ft,sodium,mg/L,1,10.1,10.1,10.1,2021-01-27,,10.1,mg/L
WQP,USEPA-325825105541201,15S.11E.31.222 IG2,,,32.973611,-105.903333,WGS84,5077.0,ft,,ft,sodium,mg/L,1,223.0,223.0,223.0,2021-04-30,,223.0,mg/L
WQP,USEPA-325839105590101,15S.10E.28.431 1,,,32.9775,-105.983611,WGS84,4497.0,ft,275.0,ft,sodium,mg/L,1,171.0,171.0,171.0,2021-01-27,,171.0,mg/L
WQP,USEPA-325847105554801,15S.10E.25.413 3,,,32.979722,-105.93,WGS84,4834.0,ft,900.0,ft,sodium,mg/L,1,231.0,231.0,231.0,2020-12-29,,231.0,mg/L
WQP,USEPA-325852105560301,15S.10E.25.321 2,,,32.981111,-105.934167,WGS84,4809.0,ft,640.0,ft,sodium,mg/L,1,198.0,198.0,198.0,2020-12-30,,198.0,mg/L
WQP,USEPA-331843104305001,11S.24E.33.322 1,,,33.311944,-104.513889,WGS84,3629.0,ft,590.0,ft,sodium,mg/L,1,33.9,33.9,33.9,2020-10-28,,33.9,mg/L
WQP,USEPA-331843104315001,11S.24E.32.411 4,,,33.311944,-104.530556,WGS84,3651.0,ft,346.0,ft,sodium,mg/L,1,35.8,35.8,35.8,2020-10-28,,35.8,mg/L
WQP,USEPA-335036103185601,NM3528222 DORA WATER ASSOC WELL  1,,,33.843333,-103.315556,WGS84,,ft,,ft,sodium,mg/L,1,45.6,45.6,45.6,2023-08-15,,45.6,mg/L
WQP,USEPA-335247103080201,05S.36E.11.433 1,,,33.879722,-103.133889,WGS84,4083.0,ft,189.0,ft,sodium,mg/L,1,61.6,61.6,61.6,2020-09-08,,61.6,mg/L
WQP,USEPA-341230103083601,01S.36E.23.331,,,34.208333,-103.143333,WGS84,,ft,208.0,ft,sodium,mg/L,1,41.1,41.1,41.1,2021-05-11,,41.1,mg/L
WQP,USEPA-341321103193401,01S.34E.13.234,,,34.2225,-103.326111,WGS84,,ft,120.0,ft,sodium,mg/L,1,22.8,22.8,22.8,2021-05-11,,22.8,mg/L
WQP,USEPA-341333103193501,01S.34E.13.231 5,,,34.225833,-103.326389,WGS84,4075.0,ft,120.0,ft,sodium,mg/L,1,19.7,19.7,19.7,2020-11-17,,19.7,mg/L
WQP,USEPA-341333103195001,01S.34E.13.114 3,,,34.225833,-103.330556,WGS84,4089.0,ft,120.0,ft,sodium,mg/L,2,22.8,23.0,22.9,2021-05-11,,22.8,mg/L
WQP,USEPA-341347103184201,01S.35E.18.121 7,,,34.229722,-103.311667,WGS84,4074.0,ft,115.0,ft,sodium,mg/L,1,18.8,18.8,18.8,2020-12-15,,18.8,mg/L
WQP,USEPA-342326103024501,02N.37E.15.443,,,34.390556,-103.045833,WGS84,4144.0,ft,392.0,ft,sodium,mg/L,3,42.3,44.1,43.27,2021-06-02,,44.1,mg/L
WQP,USEPA-342346103024901,02N.37E.15.412,,,34.396111,-103.046944,WGS84,4142.0,ft,389.0,ft,sodium,mg/L,1,29.9,29.9,29.9,2021-06-02,,29.9,mg/L
WQP,USEPA-342444103182201,02N.35E.07.421 1,,,34.412222,-103.306111,WGS84,4335.0,ft,400.0,ft,sodium,mg/L,1,36.3,36.3,36.3,2021-01-12,,36.3,mg/L
WQP,USEPA-342446103380101,02N.32E.07.311 4,,,34.412778,-103.633611,WGS84,4328.0,ft,120.0,ft,sodium,mg/L,1,71.5,71.5,71.5,2021-01-14,,71.5,mg/L
WQP,USEPA-342450103380101,02N.32E.07.133 3,,,34.413889,-103.633611,WGS84,4330.0,ft,110.0,ft,sodium,mg/L,1,74.8,74.8,74.8,2021-01-14,,74.8,mg/L
WQP,USEPA-342525103390901,2N.31E.02.442 1,,,34.423611,-103.6525,WGS84,4358.0,ft,110.0,ft,sodium,mg/L,2,108.0,121.0,114.5,2021-02-10,,121.0,mg/L
WQP,USEPA-342610103185401,03N.35E.31.341 2,,,34.436111,-103.315,WGS84,4373.0,ft,400.0,ft,sodium,mg/L,2,36.3,37.8,37.05,2021-05-12,,37.8,mg/L
WQP,USEPA-344916103185801,07N.34E.23.112 2,,,34.821111,-103.316111,WGS84,4601.0,ft,230.0,ft,sodium,mg/L,1,35.6,35.6,35.6,2021-01-13,,35.6,mg/L
WQP,USEPA-344916103190001,07N.34E.23.112 1,,,34.821111,-103.316667,WGS84,4601.0,ft,230.0,ft,sodium,mg/L,2,36.9,39.4,38.15,2021-01-13,,39.4,mg/L
WQP,USEPA-351309107515001,12N.10W.35.344 CW28,,,35.219167,-107.863889,WGS84,6571.0,ft,,ft,sodium,mg/L,2,380.0,490.0,435.0,2016-10-06,,380.0,mg/L
WQP,USEPA-351309107520801,12N.10W.35.334 CW45,,,35.219167,-107.868889,WGS84,6564.0,ft,,ft,sodium,mg/L,2,260.0,270.0,265.0,2016-10-07,,260.0,mg/L
WQP,USEPA-351317107514601,12N.10W.35.342 CW18,,,35.221389,-107.862778,WGS84,6572.0,ft,,ft,sodium,mg/L,2,590.0,700.0,645.0,2016-10-07,,700.0,mg/L
WQP,USEPA-351321107525101,12N.10W.34.324 CW15,,,35.2225,-107.880833,WGS84,6553.0,ft,,ft,sodium,mg/L,2,490.0,560.0,525.0,2016-10-05,,490.0,mg/L
WQP,USEPA-351330107530401,12N.10W.34.321 CW37,,,35.225,-107.884444,WGS84,6554.0,ft,,ft,sodium,mg/L,2,270.0,310.0,290.0,2016-10-08,,270.0,mg/L
WQP,USEPA-351400107522301,12N.10W.27.444 ACW,,,35.233333,-107.873056,WGS84,6564.0,ft,,ft,sodium,mg/L,2,0.5,530.0,265.25,2016-10-08,,0.5,mg/L
WQP,USEPA-351404107513401,12N.10W.26.434 DD2,,,35.2535,-107.868,WGS84,6591.0,ft,94.3,ft,sodium,mg/L,4,270.0,310.0,292.5,2016-10-07,,300.0,mg/L
WQP,USEPA-351424107520101,12N.10W.26.134 CE7,,,35.24,-107.866944,WGS84,6576.0,ft,,ft,sodium,mg/L,2,2300.0,2400.0,2350.0,2016-10-07,,2400.0,mg/L
WQP,USEPA-351424107531001,12N.10W.27.133,,,35.24,-107.886111,WGS84,6564.0,ft,,ft,sodium,mg/L,3,230.0,260.0,243.33,2016-10-05,,260.0,mg/L
WQP,USEPA-351429107521801,12N.10W.27.244 ST,,,35.241389,-107.871667,WGS84,6576.0,ft,,ft,sodium,mg/L,2,980.0,1300.0,1140.0,2016-10-06,,980.0,mg/L
WQP,USEPA-351443107520401,12N.10W.26.141 T11,,,35.245278,-107.867778,WGS84,6584.0,ft,,ft,sodium,mg/L,3,2300.0,2500.0,2366.67,2016-10-07,,2300.0,mg/L
WQP,USEPA-351449107514701,12N.10W.26.122 CW2,,,35.246944,-107.863056,WGS84,6588.0,ft,,ft,sodium,mg/L,2,510.0,530.0,520.0,2016-10-04,,510.0,mg/L
WQP,USEPA-351449107515901,12N.10W.26.121 CW1,,,35.246944,-107.866389,WGS84,6585.0,ft,,ft,sodium,mg/L,2,500.0,550.0,525.0,2016-10-05,,550.0,mg/L
WQP,USEPA-351455107583401,12N.11W.23.333B,,,35.2485,-107.976639,WGS84,6628.0,ft,345.0,ft,sodium,mg/L,1,93.9,93.9,93.9,2017-07-25,,93.9,mg/L
WQP,USEPA-351456107510401,12N.10W.24.334 ND,,,35.248889,-107.851111,WGS84,6597.0,ft,,ft,sodium,mg/L,3,380.0,470.0,433.33,2016-10-04,,470.0,mg/L
WQP,USEPA-351459107515301,12N.10W.23.341 P3,,,35.249722,-107.864722,WGS84,6587.0,ft,,ft,sodium,mg/L,2,140.0,270.0,205.0,2016-10-04,,140.0,mg/L
WQP,USEPA-351502107521501,12N.10W.23.331 DD,,,35.250556,-107.870833,WGS84,6584.0,ft,,ft,sodium,mg/L,2,310.0,390.0,350.0,2016-10-06,,310.0,mg/L
WQP,USEPA-351504107514801,12N.10.W.23.324 CW50,,,35.251111,-107.863333,WGS84,6590.0,ft,,ft,sodium,mg/L,2,260.0,280.0,270.0,2016-10-06,,280.0,mg/L
WQP,USEPA-351524107513601,12N.10W.23.232 Q,,,35.256667,-107.86,WGS84,6597.0,ft,,ft,sodium,mg/L,3,240.0,270.0,260.0,2016-10-06,,270.0,mg/L
WQP,USEPA-351634107503701,12N.10W.12.211 920,,,35.276111,-107.843611,WGS84,6625.0,ft,,ft,sodium,mg/L,2,250.0,270.0,260.0,2016-10-06,,250.0,mg/L
WQP,USEPA-353314108453101,15N.18W.04.332,,,35.553889,-108.758611,WGS84,,ft,1860.0,ft,sodium,mg/L,1,288.0,288.0,288.0,2021-04-26,,288.0,mg/L
WQP,USEPA-353915108455501,16N.18W.05.211A,,,35.653511,-108.766664,WGS84,6487.0,ft,2082.0,ft,sodium,mg/L,1,291.0,291.0,291.0,2017-07-13,,291.0,mg/L
WQP,USEPA-361408107333801,23N.07W.10.433A,,,36.235511,-107.56115,WGS84,7256.0,ft,,ft,sodium,mg/L,1,228.0,228.0,228.0,2017-08-01,,228.0,mg/L
WQP,USEPA-362357105344401,25N.13E.17.323,,,36.399361,-105.5795,WGS84,6902.0,ft,300.0,ft,sodium,mg/L,1,13.4,13.4,13.4,2021-08-10,,13.4,mg/L
WQP,USEPA-363426106274501,27N.04E.13.411A,,,36.573889,-106.4625,WGS84,7983.0,ft,2021.0,ft,sodium,mg/L,1,21.2,21.2,21.2,2017-07-19,,21.2,mg/L
WQP,USEPA-364158105250802,29N.14E.35.343,,,36.699444,-105.418889,WGS84,8854.0,ft,68.0,ft,sodium,mg/L,1,3.91,3.91,3.91,2021-08-10,,3.91,mg/L
WQP,USEPA-364732108034101,30N.12W.23.443 4,,,36.792222,-108.061389,WGS84,5525.0,ft,23.0,ft,sodium,mg/L,1,55.6,55.6,55.6,2020-10-28,,55.6,mg/L
WQP,USGS-312705108295301,33S.17W.10.000,,,31.451496,-108.498651,WGS84,4557.0,ft,890.0,ft,sodium,mg/L,1,59.0,59.0,59.0,1965-08-05,,59.0,mg/L
WQP,USGS-313505106472301,29S.03E.13.223 DUP,,,31.790385,-106.585267,WGS84,3920.0,ft,,ft,sodium,mg/L,1,390.0,390.0,390.0,1975-08-01,,390.0,mg/L
WQP,USGS-313505106472302,29S.03E.13.223A,,,31.790385,-106.585267,WGS84,3920.0,ft,,ft,sodium,mg/L,1,750.0,750.0,750.0,1975-08-01,,750.0,mg/L
WQP,USGS-313505106472303,29S.03E.13.223B,,,31.790385,-106.585267,WGS84,3920.0,ft,,ft,sodium,mg/L,1,740.0,740.0,740.0,1975-08-01,,740.0,mg/L
WQP,USGS-314710106342201,29S.04E.18.233,,,31.786219,-106.573322,WGS84,3870.0,ft,200.0,ft,sodium,mg/L,1,220.0,220.0,220.0,1974-12-03,,220.0,mg/L
WQP,USGS-314717106404401,29S.03E.18.122 S-2,,,31.788,-106.679,WGS84,4102.0,ft,600.0,ft,sodium,mg/L,1,72.0,72.0,72.0,2010-11-03,,72.0,mg/L
WQP,USGS-314731107513001,29S.10W.15.111,,,31.792046,-107.858917,WGS84,4180.0,ft,440.0,ft,sodium,mg/L,1,120.0,120.0,120.0,1971-09-16,,120.0,mg/L
WQP,USGS-314746106353601,29S.03E.12.341,,,31.796218,-106.593878,WGS84,3753.0,ft,400.0,ft,sodium,mg/L,2,100.0,384.0,242.0,2010-11-15,,384.0,mg/L
WQP,USGS-314817106325801,MBOWN-209 - 29S.04E.08.224A (ISC-4A/ISC-4S),,,31.804664,-106.549944,WGS84,3734.0,ft,75.0,ft,sodium,mg/L,10,4590.0,6000.0,5372.0,2016-09-20,,4590.0,mg/L
WQP,USGS-314817106325802,MBOWN-210 - 29S.04E.08.224B (ISC-4B/ISC-4D),,,31.804664,-106.549944,WGS84,3734.0,ft,165.5,ft,sodium,mg/L,10,8000.0,9500.0,8738.0,2016-09-20,,8480.0,mg/L
WQP,USGS-314852106340201,29S.04E.06.243,,,31.814551,-106.567767,WGS84,3750.0,ft,,ft,sodium,mg/L,1,3600.0,3600.0,3600.0,1976-03-12,,3600.0,mg/L
WQP,USGS-314908106371201,29S.03E.03.223 EXPL,,,31.819,-106.62,WGS84,4002.0,ft,573.0,ft,sodium,mg/L,1,202.0,202.0,202.0,2010-11-02,,202.0,mg/L
WQP,USGS-314932106493401,MBOWN-181 - 28S.01E.34.414,,,31.825938,-106.825274,WGS84,4127.0,ft,533.0,ft,sodium,mg/L,4,228.0,1200.0,532.0,2010-11-09,,228.0,mg/L
WQP,USGS-314935107381901,28S.08W.34.424,,,31.826306,-107.638556,WGS84,4055.0,ft,605.0,ft,sodium,mg/L,1,245.0,245.0,245.0,2014-05-13,,245.0,mg/L
WQP,USGS-315013106362601,MBOWN-198 - 28S.03E.26.344A (ISC-5A/ISC-5S),,,31.83705,-106.607768,WGS84,3747.0,ft,168.0,ft,sodium,mg/L,5,450.0,530.0,485.6,2010-11-05,,508.0,mg/L
WQP,USGS-315013106362602,MBOWN-199 - 28S.03E.26.344B (ISC-5B/ISC-5D),,,31.83705,-106.607768,WGS84,3747.0,ft,306.0,ft,sodium,mg/L,7,1100.0,1400.0,1268.57,2015-07-08,,1240.0,mg/L
WQP,USGS-315013106395301,MBOWN-202 - 28S.03E.29.344 (ST-31),,,31.83705,-106.665269,WGS84,4065.0,ft,550.0,ft,sodium,mg/L,1,204.0,204.0,204.0,2010-11-04,,204.0,mg/L
WQP,USGS-315014108080201,28S.13W.26.344 WAMEL UPPER WELL,,,31.837321,-108.134482,WGS84,4523.0,ft,377.0,ft,sodium,mg/L,1,58.0,58.0,58.0,1983-03-10,,58.0,mg/L
WQP,USGS-315018109014202,28S.21W.30.332A,,,31.838427,-109.028948,WGS84,4125.0,ft,275.0,ft,sodium,mg/L,1,26.0,26.0,26.0,1965-04-21,,26.0,mg/L
WQP,USGS-315034106392901,28S.03E.29.411 WELL 19,,,31.842722,-106.658139,WGS84,3922.0,ft,510.0,ft,sodium,mg/L,1,319.0,319.0,319.0,2022-09-13,,319.0,mg/L
WQP,USGS-315038107381001,28S.08W.26.311B,,,31.8426,-107.63669,WGS84,4079.0,ft,,ft,sodium,mg/L,1,230.0,230.0,230.0,1982-08-26,,230.0,mg/L
WQP,USGS-315110106371701,MBOWN-196 - 28S.03E.22.432A (ISC-6A/ISC-6S),,,31.852883,-106.621935,WGS84,3752.0,ft,222.0,ft,sodium,mg/L,3,540.0,610.0,573.33,2009-03-25,,570.0,mg/L
WQP,USGS-315110106371702,MBOWN-197 - 28S.03E.22.432B (ISC-6B/ISC-6D),,,31.852883,-106.621935,WGS84,3752.0,ft,403.5,ft,sodium,mg/L,3,1300.0,1500.0,1400.0,2009-03-25,,1500.0,mg/L
WQP,USGS-315111108012701,28S.12W.24.143 UPPER WL,,,31.853154,-108.024755,WGS84,4669.0,ft,,ft,sodium,mg/L,1,35.0,35.0,35.0,1983-03-23,,35.0,mg/L
WQP,USGS-315114106414901,28S.02E.24.341 ST-5,,,31.854,-106.697,WGS84,4104.0,ft,700.0,ft,sodium,mg/L,1,197.0,197.0,197.0,2010-11-03,,197.0,mg/L
WQP,USGS-315124108061701,28S.12W.19.114 NE WDMILL,,,31.856765,-108.105314,WGS84,4662.0,ft,,ft,sodium,mg/L,1,48.0,48.0,48.0,1983-03-10,,48.0,mg/L
WQP,USGS-315147106415401,28S.02E.24.100,,,31.86316,-106.698881,WGS84,4111.0,ft,,ft,sodium,mg/L,1,240.0,240.0,240.0,1947-05-01,,240.0,mg/L
WQP,USGS-315157107425101,28S.09W.13.34424,,,31.865932,-107.714748,WGS84,4500.0,ft,,ft,sodium,mg/L,1,69.0,69.0,69.0,1982-08-26,,69.0,mg/L
WQP,USGS-315245106380601,MBOWN-189 - 28S.03E.16.221A (ISC-7A/ISC-7S),,,31.879271,-106.635547,WGS84,3761.0,ft,198.0,ft,sodium,mg/L,6,430.0,487.0,458.33,2017-02-27,,487.0,mg/L
WQP,USGS-315245106380602,MBOWN-190 - 28S.03E.16.221B (ISC-7B/ISC-7D),,,31.879271,-106.635547,WGS84,3761.0,ft,426.8,ft,sodium,mg/L,6,1100.0,1200.0,1155.0,2017-02-27,,1190.0,mg/L
WQP,USGS-315245106380603,MBOWN-263 ISC7WT,,,31.879428,-106.635444,WGS84,3763.91,ft,40.0,ft,sodium,mg/L,2,230.0,250.0,240.0,2009-12-09,,230.0,mg/L
WQP,USGS-315342107493501,28S.10W.02.444 EAST WELL,,,31.895098,-107.826139,WGS84,4399.0,ft,,ft,sodium,mg/L,1,280.0,280.0,280.0,1982-09-01,,280.0,mg/L
WQP,USGS-315348106391801,28S.03E.05.4321,,,31.89677,-106.655548,WGS84,3780.0,ft,21.5,ft,sodium,mg/L,6,633.0,874.0,749.67,1984-09-18,,633.0,mg/L
WQP,USGS-315420106504801,27S.01E.23.130,,,31.905658,-106.847221,WGS84,4145.0,ft,,ft,sodium,mg/L,1,170.0,170.0,170.0,1972-05-26,,170.0,mg/L
WQP,USGS-315426106362501,28S.03E.02.122,,,31.907326,-106.607491,WGS84,3766.0,ft,,ft,sodium,mg/L,1,230.0,230.0,230.0,1975-06-19,,230.0,mg/L
WQP,USGS-315515106392801,MBOWN-174   USBR MES2   27S.03E.32.124A,,,31.91927,-106.658048,WGS84,3773.22,ft,19.2,ft,sodium,mg/L,1,2300.0,2300.0,2300.0,2009-03-25,,2300.0,mg/L
WQP,USGS-315517107375001,27S.08W.35.122,,,31.921486,-107.631135,WGS84,4074.0,ft,550.0,ft,sodium,mg/L,1,220.0,220.0,220.0,1971-09-16,,220.0,mg/L
WQP,USGS-315519106593101,27S.02W.36.224,,,31.922,-106.992,WGS84,4131.0,ft,500.0,ft,sodium,mg/L,1,121.0,121.0,121.0,2010-11-18,,121.0,mg/L
WQP,USGS-315529108201901,27S.15W.26.443,,,31.924816,-108.33921,WGS84,4475.0,ft,695.0,ft,sodium,mg/L,1,210.0,210.0,210.0,1969-06-03,,210.0,mg/L
WQP,USGS-315537106384801,MBOWN-173  USBR MES1   27S.03E.28.314,,,31.92677,-106.646937,WGS84,3771.24,ft,21.0,ft,sodium,mg/L,1,560.0,560.0,560.0,1986-04-22,,560.0,mg/L
WQP,USGS-315542106575701,27S.01W.32.000,,,31.928434,-106.966394,WGS84,4050.0,ft,,ft,sodium,mg/L,1,300.0,300.0,300.0,1975-03-31,,300.0,mg/L
WQP,USGS-315611107002601,MBOWN-146 - 27S.02W.25.111,,,31.936767,-107.007785,WGS84,4173.0,ft,600.0,ft,sodium,mg/L,2,290.0,320.0,305.0,1974-06-25,,320.0,mg/L
WQP,USGS-315622106391701,27S.03E.20.432,,,31.939547,-106.65527,WGS84,3780.0,ft,,ft,sodium,mg/L,1,200.0,200.0,200.0,1975-07-24,,200.0,mg/L
