OID@,OBJECTID,Shape,UniqueID,Easting,Northing,Units,Datum,DataSourceID,DataQualityBottom,UnitsPresent,MUEBase,SimpleUnit
22,22,"(443770.40160000045, 3698543.0713)",FortStantonCSC-2210,443770.40160000045,3698543.0713,meters,NAD83,Rawling2006_OFGM119,Sampled from interpretive cross-section,Artesia,6190.0,Artesia
23,23,"(444421.23730000015, 3698170.3610999994)",FortStantonCSC-2960,444421.23730000015,3698170.3610999994,meters,NAD83,Rawling2006_OFGM119,Sampled from interpretive cross-section,Artesia,6692.0,Artesia
24,24,"(445419.18539999984, 3697598.872199999)",FortStantonCSC-4110,445419.18539999984,3697598.872199999,meters,NAD83,Rawling2006_OFGM119,Sampled from interpretive cross-section,Artesia,6765.0,Artesia
25,25,"(439166.8546000002, 3694715.277899999)",AngusCSB-12500,439166.8546000002,3694715.277899999,meters,NAD83,Rawling2004_OFGM95,Sampled from interpretive cross-section,Artesia,5534.0,Artesia
26,26,"(440464.51379999984, 3693437.6078999992)",AngusCSB-14321,440464.51379999984,3693437.6078999992,meters,NAD83,Rawling2004_OFGM95,Sampled from interpretive cross-section,Artesia,6597.0,Artesia
27,27,"(442029.23599999957, 3695042.7684000004)",FortStantonCSA-11887,442029.23599999957,3695042.7684000004,meters,NAD83,Rawling2006_OFGM119,Sampled from interpretive cross-section,Artesia,,Artesia
28,28,"(442029.9232000001, 3695392.7676999997)",FortStantonCSA-11537,442029.9232000001,3695392.7676999997,meters,NAD83,Rawling2006_OFGM119,Sampled from interpretive cross-section,Artesia,6499.0,Artesia
29,29,"(437062.1935999999, 3691669.1862000003)",RuidosoCSA-1928,437062.1935999999,3691669.1862000003,meters,NAD83,Rawling2004_OFGM93,Sampled from interpretive cross-section,Artesia,2910.0,Artesia
30,30,"(435784.5921, 3693046.319)",RuidosoCSA-50,435784.5921,3693046.319,meters,NAD83,Rawling2004_OFGM93,Sampled from interpretive cross-section,Artesia,2916.0,Artesia
31,31,"(437549.89269999973, 3691143.4930000007)",RuidosoCSA-2645,437549.89269999973,3691143.4930000007,meters,NAD83,Rawling2004_OFGM93,Sampled from interpretive cross-section,Artesia,3090.0,Artesia
32,32,"(439250.1880000001, 3689310.7366000004)",RuidosoCSA-5145,439250.1880000001,3689310.7366000004,meters,NAD83,Rawling2004_OFGM93,Sampled from interpretive cross-section,Artesia,6794.0,Artesia
33,33,"(438400.0404000003, 3690227.1148000006)",RuidosoCSA-3895,438400.0404000003,3690227.1148000006,meters,NAD83,Rawling2004_OFGM93,Sampled from interpretive cross-section,Artesia,5646.0,Artesia
34,34,"(438127.9930999996, 3690520.355799999)",RuidosoCSA-3495,438127.9930999996,3690520.355799999,meters,NAD83,Rawling2004_OFGM93,Sampled from interpretive cross-section,Artesia,3779.0,Artesia
35,35,"(430265.6321999999, 3688932.2102000006)",RuidosoCSB-136,430265.6321999999,3688932.2102000006,meters,NAD83,Rawling2004_OFGM93,Sampled from interpretive cross-section,Artesia,4448.0,Artesia
36,36,"(431255.46740000043, 3688208.3714000005)",RuidosoCSB-1363,431255.46740000043,3688208.3714000005,meters,NAD83,Rawling2004_OFGM93,Sampled from interpretive cross-section,Artesia,5252.0,Artesia
37,37,"(437016.43759999983, 3683995.5351)",RuidosoCSB-8500,437016.43759999983,3683995.5351,meters,NAD83,Rawling2004_OFGM93,Sampled from interpretive cross-section,Artesia,6998.0,Artesia
38,38,"(435528.79569999967, 3685083.4059999995)",RuidosoCSB-6657,435528.79569999967,3685083.4059999995,meters,NAD83,Rawling2004_OFGM93,Sampled from interpretive cross-section,Artesia,4566.0,Artesia
39,39,"(431938.53830000013, 3687708.8608)",RuidosoCSB-2209,431938.53830000013,3687708.8608,meters,NAD83,Rawling2004_OFGM93,Sampled from interpretive cross-section,Artesia,5725.0,Artesia
40,40,"(434860.2604, 3685572.2871000003)",RuidosoCSB-5828,434860.2604,3685572.2871000003,meters,NAD83,Rawling2004_OFGM93,Sampled from interpretive cross-section,Artesia,4120.0,Artesia
41,41,"(436013.1144000003, 3684729.237299999)",RuidosoCSB-7257,436013.1144000003,3684729.237299999,meters,NAD83,Rawling2004_OFGM93,Sampled from interpretive cross-section,Artesia,6174.0,Artesia
42,42,"(436672.07380000036, 3683939.492900001)",RuidosoCSC-7660,436672.07380000036,3683939.492900001,meters,NAD83,Rawling2004_OFGM93,Sampled from interpretive cross-section,Artesia,7007.0,Artesia
43,43,"(431852.21439999994, 3681020.8341000006)",RuidosoCSC-2000,431852.21439999994,3681020.8341000006,meters,NAD83,Rawling2004_OFGM93,Sampled from interpretive cross-section,Artesia,,Artesia
44,44,"(432292.53440000024, 3681257.727)",RuidosoCSC-2500,432292.53440000024,3681257.727,meters,NAD83,Rawling2004_OFGM93,Sampled from interpretive cross-section,Artesia,,Artesia
45,45,"(430134.966, 3680096.9518)",RuidosoCSC-50,430134.966,3680096.9518,meters,NAD83,Rawling2004_OFGM93,Sampled from interpretive cross-section,Artesia,,Artesia
46,46,"(442460.09389999975, 3702171.6867999993)",FortStantonCSA-4728,442460.09389999975,3702171.6867999993,meters,NAD83,Rawling2006_OFGM119,Sampled from interpretive cross-section,Artesia,,Artesia
47,47,"(442388.6238000002, 3700904.6083000004)",FortStantonCSA-6000,442388.6238000002,3700904.6083000004,meters,NAD83,Rawling2006_OFGM119,Sampled from interpretive cross-section,Artesia,4839.0,Artesia
48,48,"(442180.8579000002, 3699487.7606000006)",FortStantonCSA-7432,442180.8579000002,3699487.7606000006,meters,NAD83,Rawling2006_OFGM119,Sampled from interpretive cross-section,Artesia,,Artesia
49,49,"(450059.6584000001, 3726086.9963000007)",Artesia_ContactPts_97,,,,,NMBGMR_500k,500k_surface_map,Artesia,,
50,50,"(445732.0290999999, 3718682.9957)",Artesia_ContactPts_98,,,,,NMBGMR_500k,500k_surface_map,Artesia,,
51,51,"(458509.3761999998, 3714700.0527)",Artesia_ContactPts_99,,,,,NMBGMR_500k,500k_surface_map,Artesia,6614.0,Artesia
52,52,"(455520.98840000015, 3712876.045499999)",Artesia_ContactPts_100,,,,,NMBGMR_500k,500k_surface_map,Artesia,6258.0,Artesia
53,53,"(454599.0404000003, 3707717.1762000006)",Artesia_ContactPts_101,,,,,NMBGMR_500k,500k_surface_map,Artesia,6239.0,Artesia
54,54,"(451925.46439999994, 3704338.3411999997)",Artesia_ContactPts_102,,,,,NMBGMR_500k,500k_surface_map,Artesia,6495.0,Artesia
55,55,"(453629.7422000002, 3704031.4674999993)",Artesia_ContactPts_103,,,,,NMBGMR_500k,500k_surface_map,Artesia,6467.0,Artesia
56,56,"(447802.6891999999, 3698426.1707000006)",Artesia_ContactPts_104,,,,,NMBGMR_500k,500k_surface_map,Artesia,6608.0,Artesia
57,57,"(448939.8925000001, 3700537.4218000006)",Artesia_ContactPts_105,,,,,NMBGMR_500k,500k_surface_map,Artesia,6800.0,Artesia
58,58,"(448865.9201999996, 3699274.151799999)",Artesia_ContactPts_106,,,,,NMBGMR_500k,500k_surface_map,Artesia,6558.0,Artesia
59,59,"(442605.8174999999, 3696249.3104999997)",Artesia_ContactPts_108,,,,,NMBGMR_500k,500k_surface_map,Artesia,,
60,60,"(444932.7123999996, 3697027.027899999)",Artesia_ContactPts_109,,,,,NMBGMR_500k,500k_surface_map,Artesia,6895.0,Artesia
61,61,"(439182.79530000035, 3688568.2523)",Artesia_ContactPts_110,,,,,NMBGMR_500k,500k_surface_map,Artesia,,
62,62,"(438276.6029000003, 3684621.412799999)",Artesia_ContactPts_111,,,,,NMBGMR_500k,500k_surface_map,Artesia,6924.0,Artesia
63,63,"(436432.8959999997, 3683003.171599999)",Artesia_ContactPts_112,,,,,NMBGMR_500k,500k_surface_map,Artesia,7110.0,Artesia
64,64,"(426204.06769999955, 3681626.9240000006)",Artesia_ContactPts_113,,,,,NMBGMR_500k,500k_surface_map,Artesia,7177.0,Artesia
65,65,"(427891.13129999954, 3677385.8703000005)",Artesia_ContactPts_115,,,,,NMBGMR_500k,500k_surface_map,Artesia,,
66,66,"(454481.16420000046, 3713224.8927999996)",Artesia_ContactPts_118,,,,,NMBGMR_500k,,Artesia,,
67,67,"(454706.6914999997, 3713611.1043999996)",Artesia_ContactPts_119,,,,,NMBGMR_500k,,Artesia,,
68,68,"(455506.4023000002, 3714554.2660000008)",Artesia_ContactPts_120,,,,,NMBGMR_500k,,Artesia,,
69,69,"(456295.74540000036, 3715275.1326)",Artesia_ContactPts_121,,,,,NMBGMR_500k,,Artesia,,
70,70,"(444931.7834000001, 3698295.8582000006)",Artesia_ContactPts_122,,,,,NMBGMR_500k,,Artesia,,
71,71,"(445491.9559000004, 3698371.2535999995)",Artesia_ContactPts_123,,,,,NMBGMR_500k,,Artesia,,
72,72,"(448865.9201999996, 3699274.151799999)",Artesia_ContactPts_124,,,,,NMBGMR_500k,,Artesia,,
73,73,"(448939.8925000001, 3700537.4218000006)",Artesia_ContactPts_125,,,,,NMBGMR_500k,,Artesia,,
74,74,"(442239.8987999996, 3696116.2358)",Artesia_ContactPts_126,,,,,NMBGMR_500k,,Artesia,,
75,75,"(444932.7123999996, 3697027.027899999)",Artesia_ContactPts_127,,,,,NMBGMR_500k,,Artesia,,
76,76,"(439422.43230000045, 3689976.6642000005)",Artesia_ContactPts_128,,,,,NMBGMR_500k,,Artesia,,
77,77,"(438340.47559999954, 3689589.722100001)",Artesia_ContactPts_129,,,,,NMBGMR_500k,,Artesia,,
78,78,"(437655.70409999974, 3687649.9126999993)",Artesia_ContactPts_131,,,,,NMBGMR_500k,,Artesia,,
79,79,"(438710.8169999998, 3687884.8663999997)",Artesia_ContactPts_132,,,,,NMBGMR_500k,,Artesia,,
80,80,"(437677.85979999974, 3688298.7689999994)",Artesia_ContactPts_133,,,,,NMBGMR_500k,,Artesia,,
81,81,"(437544.6923000002, 3688344.0822)",Artesia_ContactPts_134,,,,,NMBGMR_500k,,Artesia,,
82,82,"(438142.5136000002, 3689322.6766999997)",Artesia_ContactPts_136,,,,,NMBGMR_500k,,Artesia,,
83,83,"(426399.98319999967, 3682091.3189000003)",Artesia_ContactPts_137,,,,,NMBGMR_500k,,Artesia,,
84,84,"(436385.8108999999, 3683286.0603)",Artesia_ContactPts_138,,,,,NMBGMR_500k,,Artesia,,
85,85,"(438090.39470000006, 3684763.3793)",Artesia_ContactPts_139,,,,,NMBGMR_500k,,Artesia,,
86,86,"(436198.15440000035, 3683997.780200001)",Artesia_ContactPts_140,,,,,NMBGMR_500k,,Artesia,,
87,87,"(437958.45519999973, 3684858.958799999)",Artesia_ContactPts_141,,,,,NMBGMR_500k,,Artesia,,
88,88,"(421959.0521999998, 3678281.6601)",Artesia_ContactPts_142,,,,,NMBGMR_500k,,Artesia,,
89,89,"(428185.75380000006, 3677825.4727999996)",Artesia_ContactPts_143,,,,,NMBGMR_500k,,Artesia,,
90,90,"(447060.42819999997, 3711909.3603000008)",NMBGMR_SSLib-56014,,,,,NMBGMR_SubsurfaceLibrary,No known issues,Artesia,5134.0,Artesia
91,91,"(451572.4912999999, 3713899.5102999993)",30-027-00007,,,,,NMBGMR_SubsurfaceLibrary,No known issues,Artesia,5777.0,Artesia
92,92,"(450554.01549999975, 3711318.2898999993)",30-027-00080,,,,,NMOCD_online,No known issues,Artesia,5671.0,Artesia
93,93,"(446208.2774, 3707192.9964000005)",CapitanCSA-4670,446208.2774,3707192.9964000005,meters,NAD83,Rawling2014_OFR538,Sampled from interpretive cross-section,Artesia,5279.0,Artesia
94,94,"(444990.57540000044, 3707709.357999999)",CapitanCSA-3347,444990.57540000044,3707709.357999999,meters,NAD83,Rawling2014_OFR538,Sampled from interpretive cross-section,Artesia,5305.0,Artesia
95,95,"(446913.6079000002, 3706893.9038999993)",CapitanCSA-5436,446913.6079000002,3706893.9038999993,meters,NAD83,Rawling2014_OFR538,Sampled from interpretive cross-section,Artesia,5299.0,Artesia
96,96,"(442018.31120000035, 3719524.0764000006)",CapitanCSD-50,442018.31120000035,3719524.0764000006,meters,NAD83,Rawling2014_OFR538,,,,
97,97,"(443045.1782999998, 3719076.9255)",CapitanCSD-1170,443045.1782999998,3719076.9255,meters,NAD83,Rawling2014_OFR538,,,,
98,98,"(435376.0911999997, 3719554.0998)",NogalCSD-5000,435376.0911999997,3719554.0998,meters,NAD83,Rawling2014_OFR538,,,,
99,99,"(441667.4199999999, 3719544.503799999)",NogalCSD-11291,441667.4199999999,3719544.503799999,meters,NAD83,Rawling2014_OFR538,,,,
100,100,"(438376.08770000003, 3719549.524)",NogalCSD-8000,438376.08770000003,3719549.524,meters,NAD83,Rawling2014_OFR538,,,,
101,101,"(436810.6213999996, 3719551.911800001)",NogalCSD-6435,436810.6213999996,3719551.911800001,meters,NAD83,Rawling2014_OFR538,,,,
102,102,"(433968.2059000004, 3719556.247199999)",NogalCSD-3592,433968.2059000004,3719556.247199999,meters,NAD83,Rawling2014_OFR538,,,,
103,103,"(432649.9693999998, 3719558.2578999996)",NogalCSD-2274,432649.9693999998,3719558.2578999996,meters,NAD83,Rawling2014_OFR538,,,,
104,104,"(439876.0859000003, 3719547.2360999994)",NogalCSD-9500,439876.0859000003,3719547.2360999994,meters,NAD83,Rawling2014_OFR538,,,,
105,105,"(442414.76719999965, 3716539.3609999996)",CapitanCSC-500,442414.76719999965,3716539.3609999996,meters,NAD83,Rawling2014_OFR538,,,,
106,106,"(445422.82660000026, 3715244.2919999994)",CapitanCSC-3775,445422.82660000026,3715244.2919999994,meters,NAD83,Rawling2014_OFR538,,,,
107,107,"(443884.3535000002, 3715906.6555000003)",CapitanCSC-2100,443884.3535000002,3715906.6555000003,meters,NAD83,Rawling2014_OFR538,,,,
108,108,"(446098.2742999997, 3717747.450099999)",CapitanCSD-4500,446098.2742999997,3717747.450099999,meters,NAD83,Rawling2014_OFR538,,,,
109,109,"(437855.6936999997, 3716741.0603)",NogalCSC-7500,437855.6936999997,3716741.0603,meters,NAD83,Rawling2014_OFR538,,,,
110,110,"(434978.9927000003, 3716743.8521)",NogalCSC-4623,434978.9927000003,3716743.8521,meters,NAD83,Rawling2014_OFR538,,,,
111,111,"(430405.69710000046, 3716748.2905)",NogalCSC-50,430405.69710000046,3716748.2905,meters,NAD83,Rawling2014_OFR538,,,,
112,112,"(440605.69240000006, 3716738.3915)",NogalCSC-10250,440605.69240000006,3716738.3915,meters,NAD83,Rawling2014_OFR538,,,,
113,113,"(441905.69180000015, 3716737.129899999)",NogalCSC-11580,441905.69180000015,3716737.129899999,meters,NAD83,Rawling2014_OFR538,,,,
114,114,"(432355.6963999998, 3716746.398)",NogalCSC-2000,432355.6963999998,3716746.398,meters,NAD83,Rawling2014_OFR538,,,,
115,115,"(439105.69319999963, 3716739.8472000007)",NogalCSC-8750,439105.69319999963,3716739.8472000007,meters,NAD83,Rawling2014_OFR538,,,,
116,116,"(436355.6945000002, 3716742.5161000006)",NogalCSC-6000,436355.6945000002,3716742.5161000006,meters,NAD83,Rawling2014_OFR538,,,,
117,117,"(439855.6928000003, 3716739.1194)",NogalCSC-9500,439855.6928000003,3716739.1194,meters,NAD83,Rawling2014_OFR538,,,,
118,118,"(442904.5365000004, 3712794.151900001)",CapitanCSB-1045,442904.5365000004,3712794.151900001,meters,NAD83,Rawling2014_OFR538,,,,
119,119,"(444235.5499999998, 3712218.9102)",CapitanCSB-2511,444235.5499999998,3712218.9102,meters,NAD83,Rawling2014_OFR538,,,,
120,120,"(441870.6891000001, 3713213.4132000003)",NogalCSB-11541,441870.6891000001,3713213.4132000003,meters,NAD83,Rawling2014_OFR538,,,,
121,121,"(436829.9654000001, 3713207.1712999996)",NogalCSB-6500,436829.9654000001,3713207.1712999996,meters,NAD83,Rawling2014_OFR538,,,,
122,122,"(434329.96729999967, 3713204.0755000003)",NogalCSB-4000,434329.96729999967,3713204.0755000003,meters,NAD83,Rawling2014_OFR538,,,,
123,123,"(430379.97030000016, 3713199.1842)",NogalCSB-50,430379.97030000016,3713199.1842,meters,NAD83,Rawling2014_OFR538,,,,
124,124,"(437930.49959999975, 3713208.534)",NogalCSB-7601,437930.49959999975,3713208.534,meters,NAD83,Rawling2014_OFR538,,,,
125,125,"(441155.5086000003, 3713212.5275999997)",NogalCSB-10826,441155.5086000003,3713212.5275999997,meters,NAD83,Rawling2014_OFR538,,,,
126,126,"(443213.72699999996, 3708462.8233000003)",CapitanCSA-1417,443213.72699999996,3708462.8233000003,meters,NAD83,Rawling2014_OFR538,,,,
127,127,"(442679.75179999974, 3708689.2533)",CapitanCSA-837,442679.75179999974,3708689.2533,meters,NAD83,Rawling2014_OFR538,,,,
128,128,"(433899.55480000004, 3709003.6987999994)",NogalCSA-3600,433899.55480000004,3709003.6987999994,meters,NAD83,Rawling2014_OFR538,,,,
129,129,"(438963.3200000003, 3709011.5439)",NogalCSA-8664,438963.3200000003,3709011.5439,meters,NAD83,Rawling2014_OFR538,,,,
130,130,"(432299.5566999996, 3709001.2200000007)",NogalCSA-2000,432299.5566999996,3709001.2200000007,meters,NAD83,Rawling2014_OFR538,,,,
131,131,"(441828.32459999993, 3709015.9825)",NogalCSA-11529,441828.32459999993,3709015.9825,meters,NAD83,Rawling2014_OFR538,,,,
132,132,"(439538.72530000005, 3709012.4353)",NogalCSA-9239,439538.72530000005,3709012.4353,meters,NAD83,Rawling2014_OFR538,,,,
133,133,"(430349.55879999977, 3708998.198999999)",NogalCSA-50,430349.55879999977,3708998.198999999,meters,NAD83,Rawling2014_OFR538,,,,
134,134,"(435799.5525000002, 3709006.6424000002)",NogalCSA-5500,435799.5525000002,3709006.6424000002,meters,NAD83,Rawling2014_OFR538,,,,
135,135,"(440717.0218000002, 3709014.2608000003)",NogalCSA-10417,440717.0218000002,3709014.2608000003,meters,NAD83,Rawling2014_OFR538,,,,
136,136,"(461005.1710999999, 3710990.908399999)",CapitanPassCSA-9660,461005.1710999999,3710990.908399999,meters,NAD83,Skotnicki2010_OFGM208,Sampled from interpretive cross-section,SanAndres,7225.0,SanAndres
137,137,"(460330.67370000016, 3711548.5286)",CapitanPassCSA-8785,460330.67370000016,3711548.5286,meters,NAD83,Skotnicki2010_OFGM208,Sampled from interpretive cross-section,SanAndres,7075.0,SanAndres
138,138,"(458637.699, 3712948.1438999996)",CapitanPassCSA-6589,458637.699,3712948.1438999996,meters,NAD83,Skotnicki2010_OFGM208,Sampled from interpretive cross-section,SanAndres,6738.0,SanAndres
139,139,"(458018.30900000036, 3713460.2058000006)",CapitanPassCSA-5785,458018.30900000036,3713460.2058000006,meters,NAD83,Skotnicki2010_OFGM208,Sampled from interpretive cross-section,SanAndres,6655.0,SanAndres
140,140,"(465084.68209999986, 3707618.296599999)",CapitanPassCSA-14954,465084.68209999986,3707618.296599999,meters,NAD83,Skotnicki2010_OFGM208,Sampled from interpretive cross-section,SanAndres,7232.0,SanAndres
141,141,"(463937.1743000001, 3708566.9638)",CapitanPassCSA-13465,463937.1743000001,3708566.9638,meters,NAD83,Skotnicki2010_OFGM208,Sampled from interpretive cross-section,SanAndres,7183.0,SanAndres
142,142,"(461747.21300000045, 3710377.4476999994)",CapitanPassCSA-10623,461747.21300000045,3710377.4476999994,meters,NAD83,Skotnicki2010_OFGM208,Sampled from interpretive cross-section,SanAndres,7319.0,SanAndres
143,143,"(462572.1275000004, 3709695.4748)",CapitanPassCSA-11694,462572.1275000004,3709695.4748,meters,NAD83,Skotnicki2010_OFGM208,Sampled from interpretive cross-section,SanAndres,7280.0,SanAndres
144,144,"(462933.2110000001, 3709396.960000001)",CapitanPassCSA-12162,462933.2110000001,3709396.960000001,meters,NAD83,Skotnicki2010_OFGM208,Sampled from interpretive cross-section,SanAndres,7273.0,SanAndres
145,145,"(464428.83210000023, 3708160.5007000007)",CapitanPassCSA-14103,464428.83210000023,3708160.5007000007,meters,NAD83,Skotnicki2010_OFGM208,Sampled from interpretive cross-section,SanAndres,7388.0,SanAndres
146,146,"(468851.1649000002, 3707723.8422)",CapitanPeakCSA-3111,468851.1649000002,3707723.8422,meters,NAD83,Skotnicki2010_OFGM209,Sampled from interpretive cross-section,SanAndres,,SanAndres
147,147,"(466103.26910000015, 3706858.0398999993)",CapitanPeakCSA-229,466103.26910000015,3706858.0398999993,meters,NAD83,Skotnicki2010_OFGM209,Sampled from interpretive cross-section,SanAndres,7160.0,SanAndres
148,148,"(460105.3953999998, 3704309.2369999997)",LincolnCSA-4384,460105.3953999998,3704309.2369999997,meters,NAD83,Skotnicki2009_OFGM188,Sampled from interpretive cross-section,SanAndres,7127.0,SanAndres
149,149,"(456556.09609999973, 3706798.0364999995)",LincolnCSA-50,456556.09609999973,3706798.0364999995,meters,NAD83,Skotnicki2009_OFGM188,Sampled from interpretive cross-section,SanAndres,6733.0,SanAndres
150,150,"(459142.5826000003, 3704984.3696999997)",LincolnCSA-3209,459142.5826000003,3704984.3696999997,meters,NAD83,Skotnicki2009_OFGM188,Sampled from interpretive cross-section,SanAndres,7116.0,SanAndres
151,151,"(451010.7220999999, 3699415.1841)",FortStantonCSE-8491,451010.7220999999,3699415.1841,meters,NAD83,Rawling2006_OFGM119,Sampled from interpretive cross-section,SanAndres,6817.0,SanAndres
152,152,"(462642.66449999996, 3702530.0819000006)",LincolnCSA-7483,462642.66449999996,3702530.0819000006,meters,NAD83,Skotnicki2009_OFGM188,Sampled from interpretive cross-section,SanAndres,6973.0,SanAndres
153,153,"(463264.5859000003, 3702093.9853000008)",LincolnCSA-8243,463264.5859000003,3702093.9853000008,meters,NAD83,Skotnicki2009_OFGM188,Sampled from interpretive cross-section,SanAndres,6810.0,SanAndres
154,154,"(461731.3980999999, 3703169.0698000006)",LincolnCSA-6370,461731.3980999999,3703169.0698000006,meters,NAD83,Skotnicki2009_OFGM188,Sampled from interpretive cross-section,SanAndres,6859.0,SanAndres
155,155,"(463972.35539999977, 3701597.6910999995)",LincolnCSA-9107,463972.35539999977,3701597.6910999995,meters,NAD83,Skotnicki2009_OFGM188,Sampled from interpretive cross-section,SanAndres,6968.0,SanAndres
156,156,"(465059.0705000004, 3700835.677100001)",LincolnCSA-10435,465059.0705000004,3700835.677100001,meters,NAD83,Skotnicki2009_OFGM188,Sampled from interpretive cross-section,SanAndres,6882.0,SanAndres
157,157,"(465245.14360000007, 3700692.2310000006)",SanPatricioCSA-156,465245.14360000007,3700692.2310000006,meters,NAD83,Skotnicki2009_OFGM189,Sampled from interpretive cross-section,SanAndres,6880.0,SanAndres
158,158,"(446352.62349999975, 3697064.3258999996)",FortStantonCSC-5185,446352.62349999975,3697064.3258999996,meters,NAD83,Rawling2006_OFGM119,Sampled from interpretive cross-section,SanAndres,7602.0,SanAndres
159,159,"(448414.75459999964, 3695883.4178)",FortStantonCSC-7562,448414.75459999964,3695883.4178,meters,NAD83,Rawling2006_OFGM119,Sampled from interpretive cross-section,SanAndres,7980.0,SanAndres
160,160,"(450443.32210000046, 3697849.1728000008)",FortStantonCSD-10274,450443.32210000046,3697849.1728000008,meters,NAD83,Rawling2006_OFGM119,Sampled from interpretive cross-section,SanAndres,7400.0,SanAndres
161,161,"(448578.8437000001, 3699083.3588999994)",FortStantonCSD-8038,448578.8437000001,3699083.3588999994,meters,NAD83,Rawling2006_OFGM119,Sampled from interpretive cross-section,SanAndres,,SanAndres
