OID@,OBJECTID,Shape,UniqueID,Easting,Northing,Units,Datum,DataSourceID,DataQualityBottom,UnitsPresent,MUEBase,SimpleUnit
92,92,"(421959.0521999998, 3678281.6601)",LDockum_ContactPts_100,,,,,NMBGMR_500k,,LDockum,,LDockum
93,93,"(425187.08210000023, 3681651.7457)",LDockum_ContactPts_101,,,,,NMBGMR_500k,,LDockum,,LDockum
94,94,"(427291.51659999974, 3681820.2183999997)",LDockum_ContactPts_103,,,,,NMBGMR_500k,,LDockum,,LDockum
95,95,"(428451.1489000004, 3678109.2426999994)",LDockum_ContactPts_104,,,,,NMBGMR_500k,,LDockum,,LDockum
96,96,"(431193.9466000004, 3677331.4365)",LDockum_ContactPts_105,,,,,NMBGMR_500k,,LDockum,,LDockum
97,97,"(433682.09410000034, 3677804.480799999)",LDockum_ContactPts_106,,,,,NMBGMR_500k,,LDockum,,LDockum
98,98,"(441561.45610000007, 3695698.8101000004)",GR_RAB_NorthEW-6500,,,,,,Sampled from cross-section,Santa Rosa,6544.0,LDockum
99,99,"(442122.1936999997, 3695368.5692999996)",GR_RAB_NorthEW-7151,,,,,,Sampled from cross-section,Santa Rosa,,LDockum
100,100,"(437616.8559999997, 3698034.5506999996)",GR_RAB_NorthEW-1916,,,,,,Sampled from cross-section,Santa Rosa,,LDockum
101,101,"(436550.85929999966, 3698665.7660000008)",GR_RAB_NorthEW-677,,,,,,Sampled from cross-section,Santa Rosa,,LDockum
102,102,"(438549.8332000002, 3697482.1010999996)",GR_RAB_NorthEW-3000,,,,,,Sampled from cross-section,Santa Rosa,,LDockum
103,103,"(440700.9923999999, 3696208.321799999)",GR_RAB_NorthEW-5500,,,,,,Sampled from cross-section,Santa Rosa,5642.0,LDockum
104,104,"(439840.5286999997, 3696717.8335999995)",GR_RAB_NorthEW-4500,,,,,,Sampled from cross-section,Santa Rosa,5379.0,LDockum
105,105,"(451572.4912999999, 3713899.5102999993)",30-027-00007,451572.4912999999,3713899.5102999993,meters,NAD83,NMBGMR_SubsurfaceLibrary,No known issues,Dockum,5886.0,LDockum
106,106,"(450554.01549999975, 3711318.2898999993)",30-027-00080,450554.01549999975,3711318.2898999993,meters,NAD83 UTM,NMOCD_online,No known issues,Dockum,5836.0,LDockum
107,107,"(447060.42819999997, 3711909.3603000008)",NMBGMR_SSLib-56014,447060.42819999997,3711909.3603000008,meters,NAD83,NMBGMR_SubsurfaceLibrary,No known issues,Dockum,,LDockum
108,108,"(442018.31120000035, 3719524.0764000006)",CapitanCSD-50,442018.31120000035,3719524.0764000006,meters,NAD83,Rawling2014_OFR538,Sampled from interpretive cross-section,LDockum,5472.0,LDockum
109,109,"(443045.1782999998, 3719076.9255)",CapitanCSD-1170,443045.1782999998,3719076.9255,meters,NAD83,Rawling2014_OFR538,Sampled from interpretive cross-section,LDockum,6467.0,LDockum
110,110,"(435376.0911999997, 3719554.0998)",NogalCSD-5000,435376.0911999997,3719554.0998,meters,NAD83,Rawling2014_OFR538,Sampled from interpretive cross-section,LDockum,4573.0,LDockum
111,111,"(441667.4199999999, 3719544.503799999)",NogalCSD-11291,441667.4199999999,3719544.503799999,meters,NAD83,Rawling2014_OFR538,Sampled from interpretive cross-section,LDockum,5253.0,LDockum
112,112,"(438376.08770000003, 3719549.524)",NogalCSD-8000,438376.08770000003,3719549.524,meters,NAD83,Rawling2014_OFR538,Sampled from interpretive cross-section,LDockum,5492.0,LDockum
113,113,"(436810.6213999996, 3719551.911800001)",NogalCSD-6435,436810.6213999996,3719551.911800001,meters,NAD83,Rawling2014_OFR538,Sampled from interpretive cross-section,LDockum,5479.0,LDockum
114,114,"(433968.2059000004, 3719556.247199999)",NogalCSD-3592,433968.2059000004,3719556.247199999,meters,NAD83,Rawling2014_OFR538,Sampled from interpretive cross-section,LDockum,4055.0,LDockum
115,115,"(432649.9693999998, 3719558.2578999996)",NogalCSD-2274,432649.9693999998,3719558.2578999996,meters,NAD83,Rawling2014_OFR538,,LDockum,,LDockum
116,116,"(439876.0859000003, 3719547.2360999994)",NogalCSD-9500,439876.0859000003,3719547.2360999994,meters,NAD83,Rawling2014_OFR538,Sampled from interpretive cross-section,LDockum,4797.0,LDockum
117,117,"(442414.76719999965, 3716539.3609999996)",CapitanCSC-500,442414.76719999965,3716539.3609999996,meters,NAD83,Rawling2014_OFR538,Sampled from interpretive cross-section,LDockum,4183.0,LDockum
118,118,"(445422.82660000026, 3715244.2919999994)",CapitanCSC-3775,445422.82660000026,3715244.2919999994,meters,NAD83,Rawling2014_OFR538,Sampled from interpretive cross-section,LDockum,5249.0,LDockum
119,119,"(443884.3535000002, 3715906.6555000003)",CapitanCSC-2100,443884.3535000002,3715906.6555000003,meters,NAD83,Rawling2014_OFR538,Sampled from interpretive cross-section,LDockum,4777.0,LDockum
120,120,"(446098.2742999997, 3717747.450099999)",CapitanCSD-4500,446098.2742999997,3717747.450099999,meters,NAD83,Rawling2014_OFR538,Sampled from interpretive cross-section,LDockum,5591.0,LDockum
121,121,"(449368.70419999957, 3716323.3363000005)",CapitanCSD-8067,449368.70419999957,3716323.3363000005,meters,NAD83,Rawling2014_OFR538,Sampled from interpretive cross-section,LDockum,,LDockum
122,122,"(450747.07380000036, 3715723.1230999995)",CapitanCSD-9570,450747.07380000036,3715723.1230999995,meters,NAD83,Rawling2014_OFR538,Sampled from interpretive cross-section,LDockum,,LDockum
123,123,"(451512.8742000004, 3715389.6542000007)",CapitanCSD-10406,451512.8742000004,3715389.6542000007,meters,NAD83,Rawling2014_OFR538,Sampled from interpretive cross-section,LDockum,,LDockum
124,124,"(437855.6936999997, 3716741.0603)",NogalCSC-7500,437855.6936999997,3716741.0603,meters,NAD83,Rawling2014_OFR538,Sampled from interpretive cross-section,LDockum,4718.0,LDockum
125,125,"(434978.9927000003, 3716743.8521)",NogalCSC-4623,434978.9927000003,3716743.8521,meters,NAD83,Rawling2014_OFR538,Sampled from interpretive cross-section,LDockum,4406.0,LDockum
126,126,"(440605.69240000006, 3716738.3915)",NogalCSC-10250,440605.69240000006,3716738.3915,meters,NAD83,Rawling2014_OFR538,Sampled from interpretive cross-section,LDockum,4308.0,LDockum
127,127,"(441905.69180000015, 3716737.129899999)",NogalCSC-11580,441905.69180000015,3716737.129899999,meters,NAD83,Rawling2014_OFR538,Sampled from interpretive cross-section,LDockum,4373.0,LDockum
128,128,"(439105.69319999963, 3716739.8472000007)",NogalCSC-8750,439105.69319999963,3716739.8472000007,meters,NAD83,Rawling2014_OFR538,Sampled from interpretive cross-section,LDockum,4495.0,LDockum
129,129,"(436355.6945000002, 3716742.5161000006)",NogalCSC-6000,436355.6945000002,3716742.5161000006,meters,NAD83,Rawling2014_OFR538,Sampled from interpretive cross-section,LDockum,4429.0,LDockum
130,130,"(439855.6928000003, 3716739.1194)",NogalCSC-9500,439855.6928000003,3716739.1194,meters,NAD83,Rawling2014_OFR538,Sampled from interpretive cross-section,LDockum,4436.0,LDockum
131,131,"(442904.5365000004, 3712794.151900001)",CapitanCSB-1045,442904.5365000004,3712794.151900001,meters,NAD83,Rawling2014_OFR538,Sampled from interpretive cross-section,LDockum,,LDockum
132,132,"(445933.7396, 3711484.9811000004)",CapitanCSB-4357,445933.7396,3711484.9811000004,meters,NAD83,Rawling2014_OFR538,Sampled from interpretive cross-section,LDockum,5213.0,LDockum
133,133,"(446655.4146999996, 3711173.0853000004)",CapitanCSB-5143,446655.4146999996,3711173.0853000004,meters,NAD83,Rawling2014_OFR538,Sampled from interpretive cross-section,LDockum,5341.0,LDockum
134,134,"(444235.5499999998, 3712218.9102)",CapitanCSB-2511,444235.5499999998,3712218.9102,meters,NAD83,Rawling2014_OFR538,Sampled from interpretive cross-section,LDockum,5164.0,LDockum
135,135,"(448925.9955000002, 3713736.061899999)",CapitanCSC-7589,448925.9955000002,3713736.061899999,meters,NAD83,Rawling2014_OFR538,Sampled from interpretive cross-section,LDockum,,LDockum
136,136,"(452150.70189999975, 3712347.7193)",CapitanCSC-11100,452150.70189999975,3712347.7193,meters,NAD83,Rawling2014_OFR538,Sampled from interpretive cross-section,LDockum,,LDockum
137,137,"(450647.09949999955, 3712995.0698000006)",CapitanCSC-9463,450647.09949999955,3712995.0698000006,meters,NAD83,Rawling2014_OFR538,Sampled from interpretive cross-section,LDockum,,LDockum
138,138,"(447759.44290000014, 3714238.3014)",CapitanCSC-6319,447759.44290000014,3714238.3014,meters,NAD83,Rawling2014_OFR538,Sampled from interpretive cross-section,LDockum,,LDockum
139,139,"(449835.86870000046, 3713344.3313999996)",CapitanCSC-8580,449835.86870000046,3713344.3313999996,meters,NAD83,Rawling2014_OFR538,Sampled from interpretive cross-section,LDockum,,LDockum
140,140,"(453481.9439000003, 3714532.2196999993)",CapitanCSD-12553,453481.9439000003,3714532.2196999993,meters,NAD83,Rawling2014_OFR538,Sampled from interpretive cross-section,LDockum,,LDockum
141,141,"(441870.6891000001, 3713213.4132000003)",NogalCSB-11541,441870.6891000001,3713213.4132000003,meters,NAD83,Rawling2014_OFR538,,LDockum,,LDockum
142,142,"(436829.9654000001, 3713207.1712999996)",NogalCSB-6500,436829.9654000001,3713207.1712999996,meters,NAD83,Rawling2014_OFR538,Sampled from interpretive cross-section,LDockum,4344.0,LDockum
143,143,"(437930.49959999975, 3713208.534)",NogalCSB-7601,437930.49959999975,3713208.534,meters,NAD83,Rawling2014_OFR538,,LDockum,,LDockum
144,144,"(446208.2774, 3707192.9964000005)",CapitanCSA-4670,446208.2774,3707192.9964000005,meters,NAD83,Rawling2014_OFR538,Sampled from interpretive cross-section,LDockum,5463.0,LDockum
145,145,"(444990.57540000044, 3707709.357999999)",CapitanCSA-3347,444990.57540000044,3707709.357999999,meters,NAD83,Rawling2014_OFR538,Sampled from interpretive cross-section,LDockum,5384.0,LDockum
146,146,"(443213.72699999996, 3708462.8233000003)",CapitanCSA-1417,443213.72699999996,3708462.8233000003,meters,NAD83,Rawling2014_OFR538,Sampled from interpretive cross-section,LDockum,4199.0,LDockum
147,147,"(442679.75179999974, 3708689.2533)",CapitanCSA-837,442679.75179999974,3708689.2533,meters,NAD83,Rawling2014_OFR538,Sampled from interpretive cross-section,LDockum,4042.0,LDockum
148,148,"(448170.59250000026, 3710518.2509000003)",CapitanCSB-6794,448170.59250000026,3710518.2509000003,meters,NAD83,Rawling2014_OFR538,Sampled from interpretive cross-section,LDockum,,LDockum
149,149,"(448386.9040999999, 3710424.7645999994)",CapitanCSB-7029,448386.9040999999,3710424.7645999994,meters,NAD83,Rawling2014_OFR538,Sampled from interpretive cross-section,LDockum,,LDockum
150,150,"(450102.11840000004, 3709683.4778000005)",CapitanCSB-8898,450102.11840000004,3709683.4778000005,meters,NAD83,Rawling2014_OFR538,Sampled from interpretive cross-section,LDockum,,LDockum
151,151,"(433899.55480000004, 3709003.6987999994)",NogalCSA-3600,433899.55480000004,3709003.6987999994,meters,NAD83,Rawling2014_OFR538,Sampled from interpretive cross-section,LDockum,4587.0,LDockum
152,152,"(441828.32459999993, 3709015.9825)",NogalCSA-11529,441828.32459999993,3709015.9825,meters,NAD83,Rawling2014_OFR538,,LDockum,,LDockum
153,153,"(435799.5525000002, 3709006.6424000002)",NogalCSA-5500,435799.5525000002,3709006.6424000002,meters,NAD83,Rawling2014_OFR538,Sampled from interpretive cross-section,LDockum,5187.0,LDockum
154,154,"(446913.6079000002, 3706893.9038999993)",CapitanCSA-5436,446913.6079000002,3706893.9038999993,meters,NAD83,Rawling2014_OFR538,Sampled from interpretive cross-section,LDockum,5413.0,LDockum
155,155,"(456808.7687999997, 3714460.1564000007)",CapitanPassCSA-4216,456808.7687999997,3714460.1564000007,meters,NAD83,Skotnicki2010_OFGM208,Sampled from interpretive cross-section,Artesia,6526.0,Artesia
156,156,"(442308.87519999966, 3703233.7464000005)",FortStantonCSD-519,442308.87519999966,3703233.7464000005,meters,NAD83,Rawling2006_OFGM119,Sampled from interpretive cross-section,Artesia and UCretaceous,5004.0,Artesia
157,157,"(447105.1513, 3706587.4164000005)",FortStantonCSE-324,447105.1513,3706587.4164000005,meters,NAD83,Rawling2006_OFGM119,Sampled from interpretive cross-section,Artesia,5490.0,Artesia
158,158,"(443729.24870000035, 3702293.5342999995)",FortStantonCSD-2222,443729.24870000035,3702293.5342999995,meters,NAD83,Rawling2006_OFGM119,Sampled from interpretive cross-section,Artesia and UCretaceous,5569.0,Artesia
159,159,"(447741.6830000002, 3699637.5150000006)",FortStantonCSD-7034,447741.6830000002,3699637.5150000006,meters,NAD83,Rawling2006_OFGM119,Sampled from interpretive cross-section,Artesia,,Artesia
